ID,Tamanho_bp,Descrição,Conteudo_GC
GQ354494.1.2495.undefined.BABR3518.362,362,GQ354494.1.2495.undefined.BABR3518.362,55.25
GQ354495.1.2496.undefined.BABR2707.362,362,GQ354495.1.2496.undefined.BABR2707.362,54.97
GQ354496.1.2497.undefined.BABR3637.363,363,GQ354496.1.2497.undefined.BABR3637.363,54.55
GQ354497.1.2498.undefined.BABR3698.362,362,GQ354497.1.2498.undefined.BABR3698.362,55.25
GQ354498.1.2499.undefined.BABR3591.362,362,GQ354498.1.2499.undefined.BABR3591.362,54.97
GQ354499.1.2500.undefined.BABR3714.362,362,GQ354499.1.2500.undefined.BABR3714.362,54.97
GQ354500.1.2501.undefined.BABR1504.363,363,GQ354500.1.2501.undefined.BABR1504.363,54.82
GQ354501.1.2502.undefined.BABR619.362,362,GQ354501.1.2502.undefined.BABR619.362,55.25
GQ354502.1.2503.undefined.BABR1911.362,362,GQ354502.1.2503.undefined.BABR1911.362,54.42
GQ354503.1.2504.undefined.BABR870.362,362,GQ354503.1.2504.undefined.BABR870.362,54.7
GQ354504.1.2505.undefined.BABR911.362,362,GQ354504.1.2505.undefined.BABR911.362,54.97
GQ354505.1.2506.undefined.BABR885.362,362,GQ354505.1.2506.undefined.BABR885.362,54.7
GQ354506.1.2507.undefined.BABR664.362,362,GQ354506.1.2507.undefined.BABR664.362,55.25
GQ354507.1.2508.undefined.BABR1921.363,363,GQ354507.1.2508.undefined.BABR1921.363,54.82
GQ354508.1.2509.undefined.BABR965.363,363,GQ354508.1.2509.undefined.BABR965.363,54.55
GQ354509.1.2510.undefined.BABR2946.362,362,GQ354509.1.2510.undefined.BABR2946.362,54.97
GQ354510.1.2511.undefined.BABR2470.363,363,GQ354510.1.2511.undefined.BABR2470.363,54.55
GQ354511.1.2512.undefined.BABR1480.363,363,GQ354511.1.2512.undefined.BABR1480.363,54.82
GQ354512.1.2513.undefined.BABR944.362,362,GQ354512.1.2513.undefined.BABR944.362,54.7
GQ354513.1.2514.undefined.BABR721.363,363,GQ354513.1.2514.undefined.BABR721.363,54.55
GQ354514.1.2515.undefined.BABR945.362,362,GQ354514.1.2515.undefined.BABR945.362,55.25
GQ354515.1.2516.undefined.FNN172.362,362,GQ354515.1.2516.undefined.FNN172.362,54.97
GQ354516.1.2517.undefined.FNN150.362,362,GQ354516.1.2517.undefined.FNN150.362,54.97
GQ354517.1.2518.undefined.FNN165.362,362,GQ354517.1.2518.undefined.FNN165.362,55.25
GQ354518.1.2519.undefined.FNN171.362,362,GQ354518.1.2519.undefined.FNN171.362,55.25
GQ354519.1.2520.undefined.FNN47.363,363,GQ354519.1.2520.undefined.FNN47.363,55.1
GQ354520.1.2521.undefined.FNN164.362,362,GQ354520.1.2521.undefined.FNN164.362,55.25
GQ354521.1.2522.undefined.FNN169.362,362,GQ354521.1.2522.undefined.FNN169.362,55.25
GQ354522.1.2523.undefined.FNN170.362,362,GQ354522.1.2523.undefined.FNN170.362,54.97
GQ354523.1.2524.undefined.FNN174.363,363,GQ354523.1.2524.undefined.FNN174.363,54.55
GQ354524.1.2525.undefined.FNN40.363,363,GQ354524.1.2525.undefined.FNN40.363,54.55
GQ443748.1.2526.undefined.BS130.642,642,GQ443748.1.2526.undefined.BS130.642,58.88
GQ443749.1.2527.undefined.BS071.642,642,GQ443749.1.2527.undefined.BS071.642,58.88
GQ443750.1.2528.undefined.BS131.647,647,GQ443750.1.2528.undefined.BS131.647,58.89
GQ443751.1.2529.undefined.BS001.644,644,GQ443751.1.2529.undefined.BS001.644,58.85
GQ443752.1.2530.undefined.BS007.640,640,GQ443752.1.2530.undefined.BS007.640,58.91
GQ443753.1.2531.undefined.BS132.644,644,GQ443753.1.2531.undefined.BS132.644,58.85
GQ443754.1.2532.undefined.BS006.640,640,GQ443754.1.2532.undefined.BS006.640,58.91
GQ443755.1.2533.undefined.K344.645,645,GQ443755.1.2533.undefined.K344.645,58.91
GQ443756.1.2534.undefined.K710.659,659,GQ443756.1.2534.undefined.K710.659,59.48
GQ443757.1.2535.undefined.K535.641,641,GQ443757.1.2535.undefined.K535.641,59.59
GQ463602.1.2536.undefined.-.8913,8913,GQ463602.1.2536.undefined.-.8913,52.07
GU126474.1.2537.undefined.ES-P9.608,608,GU126474.1.2537.undefined.ES-P9.608,59.38
GU126475.1.2538.undefined.ES-P7.606,606,GU126475.1.2538.undefined.ES-P7.606,59.08
GU126476.1.2539.undefined.ES-P4a.621,621,GU126476.1.2539.undefined.ES-P4a.621,59.42
GU126477.1.2540.undefined.ES-P6.597,597,GU126477.1.2540.undefined.ES-P6.597,59.56
GU126478.1.2541.undefined.ES-P8.597,597,GU126478.1.2541.undefined.ES-P8.597,59.63
GU126479.1.2542.undefined.ES-P4b.616,616,GU126479.1.2542.undefined.ES-P4b.616,59.25
GU126480.1.2543.undefined.ES-P10.598,598,GU126480.1.2543.undefined.ES-P10.598,59.7
GU126481.1.2544.undefined.ES-P3.590,590,GU126481.1.2544.undefined.ES-P3.590,59.83
GU126482.1.2545.undefined.ES-P1.540,540,GU126482.1.2545.undefined.ES-P1.540,58.33
GU126483.1.2546.undefined.ES-P2.611,611,GU126483.1.2546.undefined.ES-P2.611,59.74
GU126484.1.2547.undefined.ES-P9.1414,1414,GU126484.1.2547.undefined.ES-P9.1414,51.34
GU126485.1.2548.undefined.ES-P7.1420,1420,GU126485.1.2548.undefined.ES-P7.1420,51.76
GU126486.1.2549.undefined.ES-P6.1418,1418,GU126486.1.2549.undefined.ES-P6.1418,51.41
GU126487.1.2550.undefined.ES-P4b.1200,1200,GU126487.1.2550.undefined.ES-P4b.1200,51.42
GU126488.1.2551.undefined.ES-P10.1418,1418,GU126488.1.2551.undefined.ES-P10.1418,51.69
GU126489.1.2552.undefined.ES-P2.1424,1424,GU126489.1.2552.undefined.ES-P2.1424,51.47
GU126490.1.2553.undefined.ES-P5.1406,1406,GU126490.1.2553.undefined.ES-P5.1406,51.71
GU181409.1.2554.undefined.101.590,590,GU181409.1.2554.undefined.101.590,59.83
GU181410.1.2555.undefined.102.540,540,GU181410.1.2555.undefined.102.540,58.33
GU181411.1.2556.undefined.103.590,590,GU181411.1.2556.undefined.103.590,59.15
GU181412.1.2557.undefined.104.611,611,GU181412.1.2557.undefined.104.611,59.41
GU181413.1.2558.undefined.105.619,619,GU181413.1.2558.undefined.105.619,59.45
GU181414.1.2559.undefined.106.623,623,GU181414.1.2559.undefined.106.623,59.74
GU181415.1.2560.undefined.107.616,616,GU181415.1.2560.undefined.107.616,58.6
GU181416.1.2561.undefined.108.608,608,GU181416.1.2561.undefined.108.608,59.64
GU181417.1.2562.undefined.109.610,610,GU181417.1.2562.undefined.109.610,60.43
GU181418.1.2563.undefined.110.615,615,GU181418.1.2563.undefined.110.615,59.84
GU194504.1.2564.undefined.-.664,664,GU194504.1.2564.undefined.-.664,58.73
GU194504.1,689,GU194504.1,58.65
GU194505.1.2566.undefined.-.664,664,GU194505.1.2566.undefined.-.664,58.43
GU194505.1,688,GU194505.1,58.35
GU194506.1.2568.undefined.-.664,664,GU194506.1.2568.undefined.-.664,58.73
GU194506.1,689,GU194506.1,58.65
GU194507.1.2570.undefined.217MZ.649,649,GU194507.1.2570.undefined.217MZ.649,58.55
GU194508.1.2571.undefined.284MZ.649,649,GU194508.1.2571.undefined.284MZ.649,58.86
GU194509.1.2572.undefined.1180MZ.646,646,GU194509.1.2572.undefined.1180MZ.646,58.2
GU194510.1.2573.undefined.605MZ.651,651,GU194510.1.2573.undefined.605MZ.651,58.99
GU194511.1.2574.undefined.260MZ.648,648,GU194511.1.2574.undefined.260MZ.648,58.49
GU194512.1.2575.undefined.1522MZ.643,643,GU194512.1.2575.undefined.1522MZ.643,59.25
GU194513.1.2576.undefined.525MZ.624,624,GU194513.1.2576.undefined.525MZ.624,59.29
GU194514.1.2577.undefined.36MZ.566,566,GU194514.1.2577.undefined.36MZ.566,59.54
GU194515.1.2578.undefined.584MZ.628,628,GU194515.1.2578.undefined.584MZ.628,59.39
GU194516.1.2579.undefined.661MZ.636,636,GU194516.1.2579.undefined.661MZ.636,59.43
GU194517.1.2580.undefined.778MZ.642,642,GU194517.1.2580.undefined.778MZ.642,59.35
GU194518.1.2581.undefined.583MZ.635,635,GU194518.1.2581.undefined.583MZ.635,59.21
GU194519.1.2582.undefined.-.633,633,GU194519.1.2582.undefined.-.633,58.77
GU194519.1,659,GU194519.1,58.68
GU194520.1.2584.undefined.-.640,640,GU194520.1.2584.undefined.-.640,59.38
GU194520.1,665,GU194520.1,59.28
GU194521.1.2586.undefined.-.621,621,GU194521.1.2586.undefined.-.621,59.42
GU194521.1,646,GU194521.1,59.32
GU194522.1.2588.undefined.-.574,574,GU194522.1.2588.undefined.-.574,59.06
GU194522.1,598,GU194522.1,58.96
GU194523.1.2590.undefined.-.593,593,GU194523.1.2590.undefined.-.593,58.01
GU194524.1.2591.undefined.-.595,595,GU194524.1.2591.undefined.-.595,58.32
GU194524.1,620,GU194524.1,58.22
GU194525.1.2593.undefined.-.595,595,GU194525.1.2593.undefined.-.595,58.32
GU194525.1,620,GU194525.1,58.22
GU194526.1.2595.undefined.-.594,594,GU194526.1.2595.undefined.-.594,58.08
GU194526.1,619,GU194526.1,57.98
GU194527.1.2597.undefined.-.598,598,GU194527.1.2597.undefined.-.598,58.36
GU194527.1,623,GU194527.1,58.26
GU194528.1.2599.undefined.-.589,589,GU194528.1.2599.undefined.-.589,59.08
GU194528.1,614,GU194528.1,58.98
GU212848.1.2601.undefined.-.625,625,GU212848.1.2601.undefined.-.625,57.28
GU212849.1.2602.undefined.-.625,625,GU212849.1.2602.undefined.-.625,57.28
GU212850.1.2603.undefined.-.625,625,GU212850.1.2603.undefined.-.625,57.12
GU212851.1.2604.undefined.-.625,625,GU212851.1.2604.undefined.-.625,56.96
GU212852.1.2605.undefined.-.625,625,GU212852.1.2605.undefined.-.625,56.96
GU212853.1.2606.undefined.-.625,625,GU212853.1.2606.undefined.-.625,56.96
GU212854.1.2607.undefined.-.8953,8953,GU212854.1.2607.undefined.-.8953,53.87
GU225731.1.2608.undefined.FS67.791,791,GU225731.1.2608.undefined.FS67.791,58.41
GU225732.1.2609.undefined.FS157.802,802,GU225732.1.2609.undefined.FS157.802,58.23
GU225733.1.2610.undefined.-.457,457,GU225733.1.2610.undefined.-.457,59.3
GU391297.1.2611.undefined.Cam1806LE.384,384,GU391297.1.2611.undefined.Cam1806LE.384,59.11
GU391298.1.2612.undefined.Cam1902AB.384,384,GU391298.1.2612.undefined.Cam1902AB.384,59.38
GU391299.1.2613.undefined.Cam1806LE.548,548,GU391299.1.2613.undefined.Cam1806LE.548,58.03
GU391300.1.2614.undefined.Cam1902AB.547,547,GU391300.1.2614.undefined.Cam1902AB.547,59.23
GU433203.1.2615.undefined.-.390,390,GU433203.1.2615.undefined.-.390,57.95
GU433204.1.2616.undefined.-.391,391,GU433204.1.2616.undefined.-.391,57.8
GU433205.1.2617.undefined.-.390,390,GU433205.1.2617.undefined.-.390,57.95
GU433206.1.2618.undefined.-.391,391,GU433206.1.2618.undefined.-.391,57.8
GU433207.1.2619.undefined.-.391,391,GU433207.1.2619.undefined.-.391,57.8
GU433208.1.2620.undefined.-.391,391,GU433208.1.2620.undefined.-.391,57.8
GU433209.1.2621.undefined.-.390,390,GU433209.1.2621.undefined.-.390,58.21
GU433210.1.2622.undefined.-.391,391,GU433210.1.2622.undefined.-.391,58.06
GU433211.1.2623.undefined.-.390,390,GU433211.1.2623.undefined.-.390,57.95
GU433212.1.2624.undefined.-.390,390,GU433212.1.2624.undefined.-.390,58.21
GU433213.1.2625.undefined.-.390,390,GU433213.1.2625.undefined.-.390,58.21
GU573730.1.2626.undefined.-.458,458,GU573730.1.2626.undefined.-.458,56.99
GU573731.1.2627.undefined.-.458,458,GU573731.1.2627.undefined.-.458,57.21
GU573732.1.2628.undefined.-.458,458,GU573732.1.2628.undefined.-.458,56.77
GU573733.1.2629.undefined.-.458,458,GU573733.1.2629.undefined.-.458,56.99
GU573734.1.2630.undefined.-.458,458,GU573734.1.2630.undefined.-.458,56.99
GU573735.1.2631.undefined.-.458,458,GU573735.1.2631.undefined.-.458,57.21
GU573736.1.2632.undefined.-.458,458,GU573736.1.2632.undefined.-.458,56.99
GU573737.1.2633.undefined.-.458,458,GU573737.1.2633.undefined.-.458,57.21
GU573738.1.2634.undefined.-.458,458,GU573738.1.2634.undefined.-.458,57.21
GU573739.1.2635.undefined.-.458,458,GU573739.1.2635.undefined.-.458,56.77
GU573740.1.2636.undefined.-.458,458,GU573740.1.2636.undefined.-.458,56.99
GU573741.1.2637.undefined.-.458,458,GU573741.1.2637.undefined.-.458,56.77
GU573742.1.2638.undefined.-.458,458,GU573742.1.2638.undefined.-.458,56.77
GU573743.1.2639.undefined.-.458,458,GU573743.1.2639.undefined.-.458,56.99
GU586109.1.2640.undefined.-.777,777,GU586109.1.2640.undefined.-.777,51.48
GU586110.1.2641.undefined.-.777,777,GU586110.1.2641.undefined.-.777,51.61
GU586111.1.2642.undefined.-.777,777,GU586111.1.2642.undefined.-.777,51.74
GU586112.1.2643.undefined.-.777,777,GU586112.1.2643.undefined.-.777,51.74
GU586113.1.2644.undefined.-.777,777,GU586113.1.2644.undefined.-.777,51.61
GU586114.1.2645.undefined.-.777,777,GU586114.1.2645.undefined.-.777,51.61
GU586115.1.2646.undefined.-.777,777,GU586115.1.2646.undefined.-.777,51.61
GU586116.1.2647.undefined.-.777,777,GU586116.1.2647.undefined.-.777,51.48
GU586117.1.2648.undefined.-.777,777,GU586117.1.2648.undefined.-.777,51.74
GU586118.1.2649.undefined.-.777,777,GU586118.1.2649.undefined.-.777,51.48
GU586119.1.2650.undefined.-.777,777,GU586119.1.2650.undefined.-.777,51.61
GU586120.1.2651.undefined.-.777,777,GU586120.1.2651.undefined.-.777,51.74
GU586121.1.2652.undefined.-.390,390,GU586121.1.2652.undefined.-.390,58.21
GU591294.1.2653.undefined.-.993,993,GU591294.1.2653.undefined.-.993,53.17
GU591295.1.2654.undefined.-.993,993,GU591295.1.2654.undefined.-.993,52.97
GU591296.1.2655.undefined.-.993,993,GU591296.1.2655.undefined.-.993,53.17
GU591297.1.2656.undefined.-.993,993,GU591297.1.2656.undefined.-.993,53.17
GU591298.1.2657.undefined.-.993,993,GU591298.1.2657.undefined.-.993,53.17
GU591299.1.2658.undefined.-.993,993,GU591299.1.2658.undefined.-.993,53.27
GU591300.1.2659.undefined.-.993,993,GU591300.1.2659.undefined.-.993,53.17
GU591301.1.2660.undefined.-.993,993,GU591301.1.2660.undefined.-.993,52.87
GU591302.1.2661.undefined.-.993,993,GU591302.1.2661.undefined.-.993,53.27
GU591303.1.2662.undefined.-.993,993,GU591303.1.2662.undefined.-.993,53.17
GU591304.1.2663.undefined.-.993,993,GU591304.1.2663.undefined.-.993,53.07
GU591305.1.2664.undefined.-.993,993,GU591305.1.2664.undefined.-.993,53.17
GU725032.1.2665.undefined.902.522,522,GU725032.1.2665.undefined.902.522,51.92
GU725033.1.2666.undefined.1502.522,522,GU725033.1.2666.undefined.1502.522,51.92
GU725034.1.2667.undefined.6101.522,522,GU725034.1.2667.undefined.6101.522,52.49
GU725035.1.2668.undefined.202.522,522,GU725035.1.2668.undefined.202.522,51.72
GU725036.1.2669.undefined.11502.522,522,GU725036.1.2669.undefined.11502.522,52.11
GU725037.1.2670.undefined.7002.522,522,GU725037.1.2670.undefined.7002.522,52.11
GU725038.1.2671.undefined.2402.522,522,GU725038.1.2671.undefined.2402.522,52.11
GU725039.1.2672.undefined.2002.522,522,GU725039.1.2672.undefined.2002.522,51.72
GU725040.1.2673.undefined.12702.522,522,GU725040.1.2673.undefined.12702.522,52.3
GU725041.1.2674.undefined.9002.522,522,GU725041.1.2674.undefined.9002.522,51.92
GU725042.1.2675.undefined.7202.522,522,GU725042.1.2675.undefined.7202.522,52.68
GU725043.1.2676.undefined.5602.522,522,GU725043.1.2676.undefined.5602.522,52.11
GU725044.1.2677.undefined.3202.522,522,GU725044.1.2677.undefined.3202.522,52.11
GU725045.1.2678.undefined.402.522,522,GU725045.1.2678.undefined.402.522,51.92
GU725046.1.2679.undefined.2602.522,522,GU725046.1.2679.undefined.2602.522,52.11
GU725047.1.2680.undefined.4502.522,522,GU725047.1.2680.undefined.4502.522,52.3
GU725048.1.2681.undefined.1702.522,522,GU725048.1.2681.undefined.1702.522,51.72
GU725049.1.2682.undefined.502.522,522,GU725049.1.2682.undefined.502.522,52.68
GU725050.1.2683.undefined.2702.522,522,GU725050.1.2683.undefined.2702.522,51.92
GU725051.1.2684.undefined.2202.522,522,GU725051.1.2684.undefined.2202.522,52.11
GU725052.1.2685.undefined.1602.522,522,GU725052.1.2685.undefined.1602.522,51.92
GU725053.1.2686.undefined.302.522,522,GU725053.1.2686.undefined.302.522,51.92
GU725054.1.2687.undefined.4702.522,522,GU725054.1.2687.undefined.4702.522,52.11
HE667747.1.2688.undefined.-.575,575,HE667747.1.2688.undefined.-.575,58.09
HE667748.1.2689.undefined.-.503,503,HE667748.1.2689.undefined.-.503,58.65
HE667749.1.2690.undefined.-.551,551,HE667749.1.2690.undefined.-.551,57.89
HE667750.1.2691.undefined.-.497,497,HE667750.1.2691.undefined.-.497,57.86
HE667751.1.2692.undefined.-.497,497,HE667751.1.2692.undefined.-.497,58.75
HE667752.1.2693.undefined.-.503,503,HE667752.1.2693.undefined.-.503,58.65
HE667753.1.2694.undefined.-.575,575,HE667753.1.2694.undefined.-.575,57.32
HE667754.1.2695.undefined.-.543,543,HE667754.1.2695.undefined.-.543,58.38
HE667755.1.2696.undefined.-.571,571,HE667755.1.2696.undefined.-.571,57.62
HE667756.1.2697.undefined.-.484,484,HE667756.1.2697.undefined.-.484,58.47
HE667760.1.2698.undefined.-.470,470,HE667760.1.2698.undefined.-.470,52.13
HE667761.1.2699.undefined.-.431,431,HE667761.1.2699.undefined.-.431,51.04
HE667762.1.2700.undefined.-.488,488,HE667762.1.2700.undefined.-.488,52.66
HE667763.1.2701.undefined.-.428,428,HE667763.1.2701.undefined.-.428,49.53
HE667764.1.2702.undefined.-.428,428,HE667764.1.2702.undefined.-.428,49.88
HE667765.1.2703.undefined.-.501,501,HE667765.1.2703.undefined.-.501,52.89
HE667766.1.2704.undefined.-.495,495,HE667766.1.2704.undefined.-.495,51.52
HE667767.1.2705.undefined.-.432,432,HE667767.1.2705.undefined.-.432,50.46
HE667768.1.2706.undefined.-.438,438,HE667768.1.2706.undefined.-.438,50.91
HE667769.1.2707.undefined.-.473,473,HE667769.1.2707.undefined.-.473,53.28
HH963925.1.2708.undefined.-.44,44,HH963925.1.2708.undefined.-.44,56.82
HH963926.1.2709.undefined.-.44,44,HH963926.1.2709.undefined.-.44,45.45
HM592620.1.2710.undefined.-.332,332,HM592620.1.2710.undefined.-.332,55.42
HM592621.1.2711.undefined.-.332,332,HM592621.1.2711.undefined.-.332,55.72
HM592622.1.2712.undefined.-.332,332,HM592622.1.2712.undefined.-.332,54.82
HM770390.1.2713.undefined.-.1065,1065,HM770390.1.2713.undefined.-.1065,52.58
HM770391.1.2714.undefined.-.1065,1065,HM770391.1.2714.undefined.-.1065,52.63
HM770392.1.2715.undefined.-.1065,1065,HM770392.1.2715.undefined.-.1065,52.58
HM770393.1.2716.undefined.-.1065,1065,HM770393.1.2716.undefined.-.1065,52.63
HM770394.1.2717.undefined.-.1065,1065,HM770394.1.2717.undefined.-.1065,52.63
HM770395.1.2718.undefined.-.1065,1065,HM770395.1.2718.undefined.-.1065,52.58
HM770396.1.2719.undefined.-.1065,1065,HM770396.1.2719.undefined.-.1065,52.68
HM770397.1.2720.undefined.-.1065,1065,HM770397.1.2720.undefined.-.1065,52.58
HM770398.1.2721.undefined.-.1065,1065,HM770398.1.2721.undefined.-.1065,52.58
HM770399.1.2722.undefined.-.1065,1065,HM770399.1.2722.undefined.-.1065,52.58
HM770400.1.2723.undefined.-.1065,1065,HM770400.1.2723.undefined.-.1065,52.68
HM770401.1.2724.undefined.-.1065,1065,HM770401.1.2724.undefined.-.1065,52.02
HM770402.1.2725.undefined.-.1065,1065,HM770402.1.2725.undefined.-.1065,52.58
HM770403.1.2726.undefined.-.1065,1065,HM770403.1.2726.undefined.-.1065,52.58
HM770404.1.2727.undefined.-.1065,1065,HM770404.1.2727.undefined.-.1065,52.54
HM770405.1.2728.undefined.-.1065,1065,HM770405.1.2728.undefined.-.1065,52.63
HM770406.1.2729.undefined.-.1065,1065,HM770406.1.2729.undefined.-.1065,52.58
HM770407.1.2730.undefined.-.1065,1065,HM770407.1.2730.undefined.-.1065,52.58
HM770408.1.2731.undefined.-.1065,1065,HM770408.1.2731.undefined.-.1065,52.68
HM770409.1.2732.undefined.-.1065,1065,HM770409.1.2732.undefined.-.1065,52.68
HM770410.1.2733.undefined.-.1065,1065,HM770410.1.2733.undefined.-.1065,52.58
HM770411.1.2734.undefined.-.1065,1065,HM770411.1.2734.undefined.-.1065,52.58
HM770412.1.2735.undefined.-.1065,1065,HM770412.1.2735.undefined.-.1065,52.49
HM770413.1.2736.undefined.-.1065,1065,HM770413.1.2736.undefined.-.1065,52.68
HM770414.1.2737.undefined.-.972,972,HM770414.1.2737.undefined.-.972,52.98
HM770415.1.2738.undefined.-.972,972,HM770415.1.2738.undefined.-.972,52.98
HM770416.1.2739.undefined.-.1065,1065,HM770416.1.2739.undefined.-.1065,52.68
HM770417.1.2740.undefined.-.1065,1065,HM770417.1.2740.undefined.-.1065,52.58
HM770418.1.2741.undefined.-.1065,1065,HM770418.1.2741.undefined.-.1065,52.68
HM770419.1.2742.undefined.-.1065,1065,HM770419.1.2742.undefined.-.1065,52.58
HM770420.1.2743.undefined.-.1065,1065,HM770420.1.2743.undefined.-.1065,52.49
HM770421.1.2744.undefined.-.1065,1065,HM770421.1.2744.undefined.-.1065,52.77
HM770422.1.2745.undefined.-.1065,1065,HM770422.1.2745.undefined.-.1065,52.77
HM770423.1.2746.undefined.-.1065,1065,HM770423.1.2746.undefined.-.1065,52.77
HM770424.1.2747.undefined.-.1065,1065,HM770424.1.2747.undefined.-.1065,52.77
HM770425.1.2748.undefined.-.1065,1065,HM770425.1.2748.undefined.-.1065,52.68
HM770426.1.2749.undefined.BRLO14-02.705,705,HM770426.1.2749.undefined.BRLO14-02.705,52.34
HM770427.1.2750.undefined.BRLO15-02,705,HM770427.1.2750.undefined.BRLO15-02 .705,51.91
HM770428.1.2751.undefined.BRLO34-02.705,705,HM770428.1.2751.undefined.BRLO34-02.705,51.63
HM770429.1.2752.undefined.BRLO47-02,705,HM770429.1.2752.undefined.BRLO47-02 .705,52.34
HM770430.1.2753.undefined.BRLO48-02,705,HM770430.1.2753.undefined.BRLO48-02 .705,52.06
HM770431.1.2754.undefined.BRSP01-10,705,HM770431.1.2754.undefined.BRSP01-10 .705,52.06
HM770432.1.2755.undefined.BRSP134-08,705,HM770432.1.2755.undefined.BRSP134-08 .705,52.34
HM770433.1.2756.undefined.BRSP145-08,705,HM770433.1.2756.undefined.BRSP145-08 .705,51.77
HM770434.1.2757.undefined.BRSP205-09,705,HM770434.1.2757.undefined.BRSP205-09 .705,51.91
HM770435.1.2758.undefined.BRSP206-08,705,HM770435.1.2758.undefined.BRSP206-08 .705,52.34
HM770436.1.2759.undefined.BRSP232-08,705,HM770436.1.2759.undefined.BRSP232-08 .705,52.06
HM770437.1.2760.undefined.BRSP320-09,705,HM770437.1.2760.undefined.BRSP320-09 .705,51.63
HM770438.1.2761.undefined.BRSP42-09,705,HM770438.1.2761.undefined.BRSP42-09 .705,52.34
HM770439.1.2762.undefined.BRSP414-09,705,HM770439.1.2762.undefined.BRSP414-09 .705,52.06
HM770440.1.2763.undefined.BRSP425-09,705,HM770440.1.2763.undefined.BRSP425-09 .705,52.34
HM770441.1.2764.undefined.-.705,705,HM770441.1.2764.undefined.-.705,51.91
HM770441.1,731,HM770441.1,51.84
HQ606137.1.2766.undefined.1066/05.9039,9039,HQ606137.1.2766.undefined.1066/05.9039,53.93
,9129,,53.89
HQ606138.1.2767.undefined.1067/05.9039,9039,HQ606138.1.2767.undefined.1067/05.9039,53.91
HQ897950.1.2768.undefined.nag-113,404,HQ897950.1.2768.undefined.nag-113 .404,42.57
HV039670.1.2769.undefined.-.501,501,HV039670.1.2769.undefined.-.501,52.69
HZ098646.1.2770.undefined.-.288,288,HZ098646.1.2770.undefined.-.288,62.15
HZ454544.1.2771.undefined.-.1467,1467,HZ454544.1.2771.undefined.-.1467,51.4
HZ454547.1.2772.undefined.-.1461,1461,HZ454547.1.2772.undefined.-.1461,51.81
J02028.1.2773.undefined.-.221,221,J02028.1.2773.undefined.-.221,64.25
J02029.1.2774.undefined.ATK-1.9068,9068,J02029.1.2774.undefined.ATK-1.9068,53.87
JC241914.1.2775.undefined.-.1467,1467,JC241914.1.2775.undefined.-.1467,50.51
JC241916.1.2776.undefined.-.1461,1461,JC241916.1.2776.undefined.-.1461,51.81
JC241918.1.2777.undefined.-.1458,1458,JC241918.1.2777.undefined.-.1458,54.32
JC241960.1.2778.undefined.-.276,276,JC241960.1.2778.undefined.-.276,52.54
JC241962.1.2779.undefined.-.273,273,JC241962.1.2779.undefined.-.273,48.72
JC241964.1.2780.undefined.-.270,270,JC241964.1.2780.undefined.-.270,57.41
JF267941.1.2781.undefined.-.755,755,JF267941.1.2781.undefined.-.755,57.62
